Ticker,LONG_COMP_NAME,CIE_DES_BULK
0841581D AU Equity,Crocodile Gold Corp Mount Bundy Gold Mine,#N/A N/A
0841309D MO Equity,Gatsuurt Gold Deposit,
0841102D US Equity,South Eureka Gold Project,
0840561D SJ Equity,Simmer & Jack Mines Ltd Buffelsfontein Gold Mine,
0840304D MM Equity,Empresas Frisco SA El Porvenir Gold Deposit,
0840243D AU Equity,Dugald River Lead/Zinc Deposit,"The Dugald River lead-zinc deposit is approximately 85km NE of Mount Isa in NWQueensland, Australia. It contains zinc, lead, silver and gold mineralisationin sulphides hosted in Proterozoic sediments of the Mary Kathleen Zone. It isaccessible from a road that runs between Cloncurry to Normanton."
CANY US Equity,Canyon Silver Mines Inc,
SVMN US Equity,Silverore Mines Inc,
C CN Equity,Contact Gold Corp,
GDR AU Equity,Golden Dragon Mining Ltd,
CABT CN Equity,Cabot Creek Minerals Corp,
RIOTZQ ZH Equity,RioZim Ltd/ZWF,
TDBV CN Equity,Teddy Bear Valley Mines Ltd,
RRHI US Equity,Raptor Resources Holdings Inc,
GOCP US Equity,Gold Capital Corp,
GOCR CN Equity,Ca-Network Inc,
SVMHF US Equity,Silver Hart Mines Ltd,
SVGMF US Equity,Sun Valley Gold Mines Ltd,
GDEA US Equity,Golden Eagle Mining Co Inc,
CAU US Equity,Canyon Resources Corp,
SVCL US Equity,Silver Cable Mining Co,
GCM G4 Equity,GC Mining PLC,
CLLH US Equity,Callahan Mining Corp,
0751526D LN Equity,Petropavlovsk 2010 Ltd,
0750079D CN Equity,Platinum Group Metals Ltd/Old,
0748406D CN Equity,Cusac Gold Mines Ltd,
FGRL CN Equity,Findore Gold Resources Ltd,
NPER US Equity,NP Energy Corp,
0741894D CN Equity,Alaskagold Mines,
CICG LN Equity,CIC Gold Group Ltd,
QRL CN Equity,Queenstake Resources Ltd,
RFN SJ Equity,Randfontein Estates Ltd,
AUD/A CN Equity,Aurtec Inc,
GRA AU Equity,Gold Tiger Resources Australia Ltd,Gold Tiger Resources (Australia) Limited operates as a gold mining company. TheCompany focuses on exploration and production of gold properties. Gold TigerResources offers its services in Australia.
HDRK CN Equity,Hardrock Extension Inc,
GR5 GR Equity,Capital Gold Mining Resources Inc,
GQRFF US Equity,Consolidated Golden Quail Resources Ltd,
BRO MO Equity,Boroogiin Uildver JSC,
BRKN LN Equity,Bracken Mines,
TNS CN Equity,Tone Resources Ltd,
AVG SJ Equity,Avgold Ltd,
SZMCLZ CH Equity,Shanxi Zijin Mining Co Ltd,
GUNRF US Equity,Gunnar Gold Mining Inc,
RCC AU Equity,Red Cat Minerals Ltd,Red Cat Minerals Limited is a junior gold explorer building a portfolio ofexploration permits covering Madagascar and other areas that is prospective forgold.
GUJ AU Equity,Gujarat NRE Resources NL,"Gujarat NRE Resources NL is a mineral exploration and development company inTasmania which includes magnetite, gold, coal and base metals."
GDXMF US Equity,Goldex Mines Ltd,
RLS SJ Equity,Rand Leases Gold Mining Co,
GSRS US Equity,Gold Coast Resources Inc,
ASKQ KZ Equity,Altyn Samruk Qazaqstan,
HSG AU Equity,Northern Star Saracen Kalgoorlie Pty Ltd,"Northern Star (Saracen Kalgoorlie) Pty Ltd operates as a mining company. TheCompany provides exploration, production, and development of gold. NorthernStar (Saracen Kalgoorlie) serves customers in Australia."
HST MO Equity,Khailaast JSC,
HTRC US Equity,Hunter Creek Mining Co,Hunter Creek Mining Company explores and mines for gold in North America. TheCompany is based out of Oregon.
QHD AU Equity,QHD Gold Ltd,"QHD Gold Ltd. focuses on acquisition of mineral resources. The Company offersexploration and development of gold mining projects. QHD Gold is based inAdelaide, Australia."
TRRI US Equity,Trinity Resources Inc,Trinity Resources Inc. operates as a mining company. The Company focuseson locating and acquiring mineral concessions and properties that haveexperienced various degrees of previous exploratory work.
TODM US Equity,Tonopah Divide Mining Co,Tonopah Divide Mining Co operates as a gold mining company. The Company producesgold bearing ore from mines in California. Tonopah markets its products tometal refiners throughout the Western United States.
GVNSF US Equity,Xineoh Technologies Inc,
HLR AU Equity,Highlake Resources NL,"Highlake Resources NL is a gold exploration company.  The Company has a licencedportfolio of approximately sixteen project areas in nine goldfields in the Vic-toria region, with emphasis on the Bendigo-Ballarat district."
ATOR US Equity,Astor Explorations Corp,"Astor Explorations Corp. acquires, explores, and develops mineral properties.The Company is focused on the Red Lake District in North America where itexplores for gold."
RBK AU Equity,Red Back Mining NL,Red Back Mining NL is a gold and nickel exploration company.  The Company'smain focus is the Chirano Gold Project in Ghana along with exploration projectsin Australia including Irwin Hills and Deep Well.
GRCM CN Equity,Geologica Resource Corp,
GYK US Equity,Giant Yellowknife Mines Ltd,
GRU/H CN Equity,Gold Ridge Resources,
QURS US Equity,Quri Resources Inc,
GROT LN Equity,Grootvlei Proprietary Mines/The,
GRL NZ Equity,Gold Resources Ltd/New Zealand,
HART LN Equity,Hartebeestfontein Gold MNG,
SNLM US Equity,Homestead Gold and Silver Ltd,#N/A N/A
CNEX US Equity,Cannon Exploration Inc,
CNMN US Equity,Can-Asia Minerals Inc,
EXX AU Equity,Expose Resources Ltd,Expose Resources Limited provides mining services. The Company focuses onexploration and development of its gold deposits and mineral properties. ExposeResources serves clients in Australia.
EXPM/U CN Equity,Exploro Minerals Corp Ltd,
SGK AU Equity,Signature Gold Ltd,"Signature Gold Ltd. is a mineral exploration company. The Company is buildinga portfolio of Intrusion Related Gold System (IRGS) prospective Tenements nearto the New England Orogen (NEO) and Drummond Anakie Province (DAP) inQueensland, Australia."
EUGD US Equity,Eurasia Gold Fields Inc,
SED US Equity,Sedibelo Resources Ltd,
ETC SJ Equity,Eastern Transvaal Consolidated Mines Ltd,
ESV SJ Equity,Eastvaal Gold,
BXM LN Equity,Beatrix Mines Ltd,
SELR US Equity,Steele Oceanic Corp,
FAU US Equity,Freeport Mcmoran Gold Co,
EDN CN Equity,Eden ROC Mineral Corp,
GGM AU Equity,Gasgoyne Gold Mines NL,Gasgoyne Gold Mines NL explores for and produces gold in Western Australia.  TheCompany focuses its exploration activities in the Yilgarn Star Joint Venture atthe Yilgarn Star Underground Mine and in the Awak Mas gold project inIndonesia.
GLBE LN Equity,Globe Phoenix Gold Mining Co PLC/The,
DMS CN Equity,Destorbelle Mines Ltd,
DNIA US Equity,Denia Enterprises Inc,
GHMC CN Equity,Golden Hill Mining Corp,
DNR/A CN Equity,Dynamite Resources Ltd,
EQR CN Equity,Equity Reserve Corp,
BENM US Equity,Consolidated Golden Quail Resources Ltd/Old,
TMLS CN Equity,Talisman Mines Ltd,
SMNG US Equity,Strategic Mining Corp,
BPK GR Equity,Placer Gold International NV,
ERP LN Equity,East Rand Proprietary Mines Ltd,
ERIG US Equity,Erie Gold and Silver,
GLLG CN Equity,Geraldton Longlac Gold,
ER5 GR Equity,Eldora Gold Resources Ltd,
CSM AU Equity,Cosmo Gold Ltd,Cosmo Gold Limited provides exploration and mining services. The Companyexplores and develops gold projects. Cosmo Gold serves customersworldwide.
BOG2 GR Equity,Bonifaz Gold PLC,
CSM SJ Equity,Consolidated Mining Corp Ltd,
BNXR US Equity,Brinx Resources Ltd,"Brinx Resources Ltd. acquires and explores mineral properties. The Companyexplores gold in New Mexico, located in the United States."
GLLK US Equity,Gold Lakes Corp,
0839850D AU Equity,Pajingo Vera/Nancy Gold Mine,"The Pajingo gold mine and mill is in northern portion of the Drummond Basinapproximately 53km SE of Charters Towers in NE Queensland, Australia. It is anunderground mine accessing gold mineralisation within low sulphidationepithermal quartz veins. The trending Vera-Nancy structure is part of thePajingo deposits."
ENWN US Equity,Enwin Resources Inc,
CRIG US Equity,Cumberland Gold Group Inc,
SGD/H CN Equity,Simba Gold Corp,
SMJ CN Equity,Standard Mining Inc,
TAMAYA CI Equity,Cia Minera Tamaya SA,
SVSFE US Equity,Silverside Resources Inc,
SGGM US Equity,St George Metals Inc,
EMLL US Equity,El Maniel International Inc,"El Maniel International, Inc. is focused on the gold business domain includingtrading, prospecting, developing and expanding mining claims located in Ghana,West Africa."
GFL SJ Equity,Gold Fields Ltd/Old,
GFM AU Equity,Great Fingall Mining Pty Ltd,Great Fingall Mining Pty Ltd manages various mining operations. The Companyproduces gold ore.
FCG CN Equity,Falconbridge Gold Corp,
1343823D GR Equity,West African Gold Resources Mining,
1339982D CH Equity,Tibet Huatailong Mining Development Co Ltd,"Tibet Huatailong Mining Development Co.,Ltd operates gold miningbusiness. The Company mines, processes, and distributes gold products. TibetHuatailong Mining Development also mines copper, silver, and other preciousmetals."
1334Q CN Equity,Newmex Mining Co Ltd,
1334904D CN Equity,Allegheny Mines Corp,
663976Q US Equity,Nevada Manhattan Group Inc,
1273Q CN Equity,International Gold Resources Corp,
YRV CN Equity,Regal Consolidated Ventures Ltd,
WGD AU Equity,West African Gold Ltd,"West African Gold Ltd., is a gold exploration company. The Company mines gold inBurkina Faso and Western Africa."
YTG CN Equity,Triarx Gold Corp,
1280631D CI Equity,Salares Norte Gold/Silver Deposit,
662726Q CN Equity,SpectrumGold Inc,
1280627D PM Equity,Far Southeast Gold Deposit,
YTHUMZ CH Equity,Yantai Humon Group Co Ltd,"Yantai Humon Group Co. Ltd. manufactures gold products. The Company mainlymines, smelts, processes, and sells gold products. Yantai Humon Groupalso offers silver, electrolytic copper, chemical products, and more."
1319Q CN Equity,Mincor Resources Inc,
0955565D CN Equity,Goldstone Resources Inc,
0955091D AU Equity,Savannah Gold NL,"Savannah Gold NL is primarily a gold exploration and production company.  TheCompany also explores for base metals and other minerals.  The Company'sexploration projects include Meekatharra, Norseman and Mt Gibson."
0954741D US Equity,Arco-Iris Gold Corp,
2634347Q CN Equity,Golden Shadow Resources,
0948146D CN Equity,Red Back Mining Inc,
0942077D US Equity,Ruby Gold Inc,
6047750Z AU Equity,Alliance Contracting Pty Ltd,Alliance Contracting Pty Ltd was founded in 2000. The Company's line ofbusiness includes performing metal mining services.
NWGC US Equity,New World Gold Corp,New World Gold Corporation explores for gold in Indonesia.
PIG AU Equity,Pacific Island Gold NL,"Pacific Islands Gold NL acquires, explores for and produces gold and minerals inthe Mt. Kasi Tenement area of the Republic of Fiji."
606929Q CN Equity,Geddes Resources Ltd,
1112T US Equity,Rex Silver Mines Ltd,
1101Q CN Equity,ST Philips Resources Inc,
LBG CN Equity,Lucky Break Gold,
552523Q CN Equity,American Bonanza Gold Mining,
1089538D RU Equity,Polyus Magadan JSC,
554719Q NZ Equity,Summit Resources Ltd - Set up for Fundamental Purposes,
573730Q CN Equity,Laguna Gold Co,
599756Q LN Equity,Philippine Gold Ltd,
0932268D AU Equity,Spinifex Gold Ltd,"Spinifex Gold Limited is a gold exploration and production company.  The Companymaintains a portfolio of gold exploration tenements primarily in Tanzaniaincluding the Nyakafuru, Buckreef and Rwamagaza projects."
605107Z SS Equity,Bjorkdalsgruven AB,
1078581D AU Equity,Morila Gold Mine,
1201770D NC Equity,Triton Minera SA,
6053438Z AU Equity,Hillgrove Mines Pty Ltd,Hillgrove Mines Pty Ltd provides base metal mining services. The Companyoperates in Australia.
1371169D US Equity,Long Canyon Gold Resources Corp,
363172Q CN Equity,Addwest Minerals International Ltd,
624015Z US Equity,Goldline International Inc,
1363Q CN Equity,Amalgamated Cangold Inc,
6327B US Equity,Musto Explorations Ltd,
LAO CN Equity,LA Teko Resources Ltd,
NDY AU Equity,Newmont Australia Pty Ltd / Inactive,Newmont Australia Pty Ltd. was founded in 1963. The Company's line of businessincludes performing metal mining services.
6411B US Equity,Mother Lode Gold Mines Consolidated,
134906Q US Equity,Coca Mines Inc,
PGM SJ Equity,PGM Investments Ltd,
290636Z AU Equity,Carpentaria Gold Pty Ltd,Carpentaria Gold Pty. Ltd. is a gold mining company.
1014Q SJ Equity,Anglo American Platinum Corp/Old,
1008Z VI Equity,Yunnan Platinum & Palladium Inc,
1008881Q CN Equity,Omega Gold Corp,
0975987D CN Equity,Crown Butte Resources Ltd,
ZAN5 LN Equity,Zandpan Gold Mining Co Ltd,
286767Q CN Equity,Grantham Resources Inc,
0664308D US Equity,Braxton Resources Inc,Braxton Resources Inc is engaged in the exploration for gold and otherminerals in North America.
0664305D US Equity,Tuba City Gold Corp,
0639106D GR Equity,Doduco Holding GmbH,
0626769D SJ Equity,Eland Platinum Mine,
0626740D BZ Equity,Araguaia Nickel Deposit,
LRNE LN Equity,Loraine Gold,
NPG CN Equity,Nevada Pacific Gold Ltd,
1016153Q CN Equity,Omni Resources Inc,
0612522D CN Equity,EXMIN Resources Inc,
0740269D CN Equity,Wasamac Gold Deposit,
0606881D US Equity,Fairbanks Gold Mining Inc,"Fairbanks Gold Mining, Inc. was founded in 1997. The Company's line of businessincludes the mining of gold ores from lode deposits."
0602991D CN Equity,Roxmark Mines Ltd,
2927686Q CN Equity,Ariane Gold Corp,
0571701D US Equity,Goldstream Mining Inc,"Goldstream Mining Inc. is a mineral exploration company. The Company is focusedon the exploration for zinc and silver and other minerals in Vancouver, BritishColombia."
2976617Z AU Equity,Cristal Australia Pty Ltd,Cristal Australia Pty. Ltd. was founded in 2002. The Company's line of businessincludes holding or owning securities of companies other than banks.
0560395D US Equity,Kinross Gold USA Inc,Kinross Gold U.S.A. Inc. conducts its business in mining and processing of goldores. The Company involves in the exploration and acquisition of gold bearingproperties. Kinross Gold conducts its business worldwide.
0533799D LN Equity,AngloGold Ashanti Holdings Finance PLC,
2981Q US Equity,Westworld Resources Inc,
0519758D US Equity,Altona Resources Inc,"Altona Resources Inc. are an exploration stage corporation. The Company intendsto conduct gold exploration activities on a claim located in Clark County,Nevada."
1078374D CN Equity,Bombore Gold Deposit,
265566Q AU Equity,Archaean Gold NL,"Archaean Gold NL is a gold and mineral exploration and production company.  TheCompany has operating interest in the Kalgoorlie, Murchison and Glengarry re-gions and in the North Eastern Goldfields of Australia."
1078551D LN Equity,Kalsaka Gold Mine,
0916005D CN Equity,Minorca Resources Ltd,
0909429D AU Equity,Aurumin MT Dimer Pty Ltd,"Aurumin MT Dimer Pty Ltd specializes in exploration and development of goldmines. The Company acquires mining leases, exploration licenses, and prospectivemineralization developments. Aurumin MT Dimer operates in Australia."
