Ticker,Name,Market Cap,Revenue:Y,Tot Assets:Y,Number of Employees:Y,Sec Type,BICS L1 Sect Nm,BICS L2 IG Nm,BICS L3 Ind Nm,BICS L4 Sub Ind Nm,BICS L5 Seg Nm,BICS L6 Seg Nm,CIE_DES_BULK
SBR AU Equity,SABRE RESOURCES LTD,4733543.196,232287,13306701,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"Sabre Resources Limited acquires, explores for and produces minerals inAustralia and Tanzana. Metals explored include nickel, uranium, zinc, copper,vanadium and lead."
SBY AU Equity,SALISBURY RESOURCES LTD,,484,759448,,Private Comp,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining, , ,"Salisbury Resources Ltd. explores for copper, gold and uranium.  The Companyoperates in South Australia, Western Australia and the Northern Territory."
SO4 AU Equity,SALT LAKE POTASH LTD,,0,525211008,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,Salt Lake Potash Limited operates as a mineral exploration company. The Companyoffers potash and uranium. Salt Lake Potash conducts business in Australia.
MOD AU Equity,SANDFIRE RESOURCES BOTSWANA,,0,50625812,,Common Stock,Materials,Materials,Metals & Mining,Base Metals,Copper, ,"MOD Resources Limited operates as an exploration and development company. TheCompany offers drilling, exploitation, and production of copper and gold. MODResources markets its products in Australia."
SFR AU Equity,SANDFIRE RESOURCES LTD,5725614080,1176006000,2868453120,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,Sandfire Resources Limited operates as an exploration company. The Companyexplores and mines copper and gold resources. Sandfire Resources servescustomers in Australia.
0739962D AU Equity,SANDSTONE GOLD MINE,,,,,Private Comp,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,#N/A N/A
SFM AU Equity,SANTA FE MINERALS LTD,16384227.53,0,2124312,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Santa Fe Minerals Ltd operates as a metal exploration and development company.The Company explores and mines gold and base metals.
SMI AU Equity,SANTANA MINERALS LTD,665071568.8,0,69779856,,Common Stock,Materials,Materials,Metals & Mining,Mining Services, , ,"Santana Minerals Limited focuses on the exploration of gold and silver. TheCompany explores for, develops and retails precious metals mined throughoutMexico."
SWA CN Equity,SARAMA RESOURCES LTD,20688173.46,0,1238034,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Sarama Resources Ltd. provides exploration and mining services. The Companyexplores and develops gold projects in Burkina Faso. Sarama Resources servescustomers worldwide.
SGA AU Equity,SARYTOGAN GRAPHITE LTD,17555382.72,,22073936,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining, ,Sarytogan Graphite Limited provides exploration and mining services. The Companyexplores and develops graphite project is located in the Karaganda region ofCentral Kazakhstan. Sarytogan Graphite serves customers worldwide.
STN AU Equity,SATURN METALS LTD,257633724.3,0,86505800,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Saturn Metals Limited operates as a mineral exploration company. The Companyfocuses on gold exploration and development projects. Saturn Metals developsits in projects in Australia.
2212737D AU Equity,SAVAGE RESOURCES LTD,,,,5000,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining, , ,"Savage Resources Ltd. explores for and produces minerals, including coal,copper and gold and mines and refines zinc. The Company's zinc operations arelocated in Tennessee (United States) and coal operations include the Liddellcoal mining joint venture in Hunter Valley, New South Wales and the Togara NorthJoint Venture in Queensland. Savage also has exploration activities in Peru."
0955091D AU Equity,SAVANNAH GOLD NL,,,,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Savannah Gold NL is primarily a gold exploration and production company.  TheCompany also explores for base metals and other minerals.  The Company'sexploration projects include Meekatharra, Norseman and Mt Gibson."
SVG AU Equity,SAVANNAH GOLDFIELDS LTD,21240903.59,11555455,43219500,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Savannah Goldfields Limited provides exploration and mining services. TheCompany explores and develops gold projects in North Queensland. SavannahGoldfields serves customers worldwide.
SYADB AU Equity,SAYONA MINING LTD,449719639.7,223365000,652713984,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining,Lithium,Sayona Mining Ltd is a company focused on sourcing and developing the rawmaterials required to construct lithium-ion batteries for use in the technologysectors. The company develops advanced stage Authier lithium project.
SCR AU Equity,SCANDINAVIAN RESOURCES LTD,,0,1037248,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals, , ,"Scandinavian Resources Ltd. is a mineral exploration company. The Companyexplores for precious metals (gold and silver), base metals (copper, lead andzinc), PGE's (platinum and palladium), iron and manganese."
SSE AU Equity,SCIENTIFIC SERVICES LTD,,78772003,67809000,675,Common Stock,Materials,Materials,Metals & Mining,Mining Services, , ,"Scientific Services Limited provides mineral assay laboratory services to themining sector throughout Australia and parts of Africa.  The Company also pro-vides an environmental services division which includes air monitoring, utili-ties consulting and asbestos measurement and identification.  The Company alsoprovides technical services and specialized products to the oil & gas industry."
SCN AU Equity,SCORPION MINERALS LTD,9957067.648,0,5917385,,Common Stock,Materials,Materials,Metals & Mining,Base Metals,Copper,Copper Mining,"Scorpion Minerals Limited operates as a mineral exploration company. The Companyexplores for uranium, gold, and base metals such as nickel, copper, and PGM.Scorpion Minerals develops its projects in Australia and West Africa."
SGZ LN Equity,SCOTGOLD RESOURCES LTD,,3153079,53250428,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Scotgold Resources Ltd is a gold mining and exploration company. The Companyexplores Cononish gold and silver deposits in Central Scotland.
EXC AU Equity,SECOND FORTUNE GOLD PROJECT,,0,10055404,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Second Fortune Gold Project Pty Ltd explores for gold.  The Company operates inthe Archaean Yilgarn Craton gold province in Western Australia.
SED AU Equity,SEDIMENTARY HOLDINGS LTD,,22889999.39,57377000,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Sedimentary Holdings Limited explores for and produces gold in Queensland.  TheCompany operates primarily through the Cracow Joint Venture with explorationactivities at Crown Shoot, Klondyke North and Golden Plateau."
SLN AU Equity,SELWYN MINES LIMITED,,62610001,64963996,137,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining, , ,Selwyn Mines Limited explores for and produces gold and copper.  The Company'sprimary exploration project is the Selwyn project in northwest Queensland alongwith associated mining tenements.  The Company also operates a treatment plantwhich processes sulphide ores.
0741292D AU Equity,SEPPELT RANGE DIA,,,,,Private Comp,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining,Precious Stone Mining,Diamonds,#N/A N/A
1942094D AU Equity,SHANNON RESOURCES LTD,,,,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Shannon Resources Limited is a mineral exploration and production company. TheCompany mines Gold and nickel prospects in Western Australia.
SFX AU Equity,SHEFFIELD RESOURCES LTD,61306731.81,0,138576992,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining, , ,"Sheffield Resources Limited is a mineral sand exploration company with a bulkminerals focus. The Company's Projects are geared towards the steel industryfeed cycle (iron ore and tungsten) and the emerging fillers-ceramics-pigmentscycle (talc, zircon, titanium)."
SHD AU Equity,SHERWIN IRON LTD,,0,93871448,9,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,Sherwin Iron Ltd. is a mineral exploration company.  The Company is focused oniron ore exploration in Australia.
SHX AU Equity,SHIELD MINING LTD,,,4901544,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals, , ,Shield Mining Limited is a gold and base metal exploration company.
NCZ AU Equity,SIBANYE STILLWATER AUSTRALIA,,408296504,462923392,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Sibanye Stillwater Australia Operations Pty Ltd operates as a mining company.The Company mines and produces coal, zinc, and other minerals, as well asprovides geology, processing plant operations, drilling, dewatering, andproject management services. Sibanye Stillwater Australia Operations servescustomers worldwide."
SIB AU Equity,SIBERIA MINING CORP LTD,,9857898.712,5468622,5,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Siberia Mining Corporation Limited is a gold exploration company.  The Company'sgold exploration projects are located in the Kalgoorlie region ofthe EasternGoldfields and in the Eastern Pilbara region of Western Australia. The Company'smain projects are Siberia South and North.
SBU AU Equity,SIBURAN RESOURCES LTD,,0,271969,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Siburan Resources Ltd. is a mineral exploration and production company. TheCompany's main focus is on its gold projects located between the Mt Pleasant andPaddington Mineral Fields in Western Australia and its uranium projects locatedin Goongarie and the Lake Marmion district in Western Australia.
SRM AU Equity,SIERRA MINING PTY LTD,,0,5518170,5,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Sierra Mining Ltd. explores and mines for gold and copper.
SNX AU Equity,SIERRA NEVADA GOLD INC-CDI,5927728.212,0,17865452,,CDI,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Sierra Nevada Gold Inc. provides exploration and mining services. The Companyexplores and develops copper and gold projects. Sierra Nevada Gold servescustomers worldwide.
SRX AU Equity,SIERRA RUTILE HOLDINGS LTD,,265536429.2,306905632,2000,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining, ,"Sierra Rutile Holdings Limited operates as a holding company. The Company,through its subsidiaries, explores and develops sembehun, natural rutile, andmineral sands projects in Bonthe and Moyamba districts in southern SierraLeone. Sierra Rutile Holdings serves customers worldwide."
SGK AU Equity,SIGNATURE GOLD LTD,,,,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Signature Gold Ltd. is a mineral exploration company. The Company is buildinga portfolio of Intrusion Related Gold System (IRGS) prospective Tenements nearto the New England Orogen (NEO) and Drummond Anakie Province (DAP) inQueensland, Australia."
SBL AU Equity,SIGNATURE METALS LTD,,0,35687032,80,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Signature Metals Limited operates as an Australian-listed gold mining company.The Company has a flagship operation, Owere Mines, located in Ghana's AshantiGold Belt."
SIH AU Equity,SIHAYO GOLD LTD,,0,32866206,29,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Sihayo Gold Limited is a mineral exploration company with exploration projectslocated in Indonesia, Malawi, and India with minor interests in Australia. TheCompany is focused on its Pungkut Gold Project."
1848004D AU Equity,SILVER LAKE DEFLECTOR PTY LT,,0,45160600,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Silver Lake (Deflector) Pty Ltd is a gold exploration and production company.The Company is focused on gold exploration in the Australian Alps.
EGA AU Equity,SILVER LAKE EGAN STREET PTY,,90000,7812890,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Silver Lake (Egan Street) Pty Ltd explores, acquires, and develops preciousand base metals. The Company offers gold exploration, drilling, and resourcemanagement services."
SLR AU Equity,SILVER LAKE RESOURCES LTD,,719628000,1281961984,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Silver Lake Resources Limited is a mineral exploration company. The Companyfocuses on gold exploration in Western Australia.
SMG AU Equity,SILVER METAL GROUP LTD,,113666,24192912,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining, , ,"Silver Metal Group Limited provides exploration and mining services. The Companyexplores and develops gold, silver, and tin projects in New South Wales andQueensland."
